plotID,date,year,doy,ndvi,nbr,npix
HARV_014,2025-11-29,2025,333,0.4399,0.2924,16
HARV_011,2025-11-29,2025,333,0.2583,0.1991,16
HARV_025,2025-11-29,2025,333,0.2046,0.174,16
HARV_002,2025-11-29,2025,333,-0.0094,-0.0226,16
HARV_012,2025-11-29,2025,333,0.4085,0.3192,16
HARV_026,2025-11-29,2025,333,0.3529,0.2493,16
HARV_016,2025-11-29,2025,333,0.4045,0.3247,16
HARV_039,2025-11-29,2025,333,0.1959,0.2626,16
HARV_021,2025-11-29,2025,333,0.2671,0.2329,16
HARV_041,2025-11-29,2025,333,0.4149,0.3971,16
HARV_038,2025-11-29,2025,333,0.288,0.2716,16
HARV_050,2025-11-29,2025,333,0.3244,0.2772,16
HARV_048,2025-11-29,2025,333,0.2408,0.2505,16
HARV_036,2025-11-29,2025,333,0.1508,0.1912,16
HARV_052,2025-11-29,2025,333,0.2657,0.2779,16
HARV_049,2025-11-29,2025,333,0.3189,0.2603,16
HARV_047,2025-11-29,2025,333,0.1919,0.181,16
HARV_044,2025-11-29,2025,333,0.1937,0.244,16
HARV_040,2025-11-29,2025,333,0.2414,0.2977,16
HARV_046,2025-11-29,2025,333,0.4059,0.3858,16
HARV_033,2025-11-29,2025,333,0.2118,0.2172,16
HARV_051,2025-11-29,2025,333,0.2671,0.2691,16
HARV_034,2025-11-29,2025,333,0.3191,0.3037,16
HARV_042,2025-11-29,2025,333,0.1892,0.2472,16
HARV_015,2025-11-29,2025,333,0.3365,0.294,16
HARV_017,2025-11-29,2025,333,0.383,0.2713,16
HARV_022,2025-11-02,2025,306,0.3599,0.2448,16
HARV_043,2025-11-02,2025,306,0.3142,0.1702,16
HARV_035,2025-11-02,2025,306,0.4747,0.3589,16
HARV_037,2025-11-02,2025,306,0.3865,0.2687,16
HARV_039,2025-11-02,2025,306,0.4178,0.3023,16
HARV_045,2025-11-02,2025,306,0.2991,0.1763,16
HARV_041,2025-11-02,2025,306,0.3174,0.1241,16
HARV_038,2025-11-02,2025,306,0.4003,0.2676,16
HARV_050,2025-11-02,2025,306,0.3532,0.2487,16
HARV_048,2025-11-02,2025,306,0.4279,0.304,16
HARV_036,2025-11-02,2025,306,0.2594,0.1051,16
HARV_052,2025-11-02,2025,306,0.3366,0.2177,16
HARV_049,2025-11-02,2025,306,0.4219,0.2786,16
HARV_047,2025-11-02,2025,306,0.2549,0.1022,16
HARV_044,2025-11-02,2025,306,0.2798,0.1229,16
HARV_040,2025-11-02,2025,306,0.2901,0.1515,16
HARV_046,2025-11-02,2025,306,0.3399,0.1832,16
HARV_033,2025-11-02,2025,306,0.2717,0.1411,16
HARV_051,2025-11-02,2025,306,0.1953,0.0246,16
HARV_034,2025-11-02,2025,306,0.3558,0.256,16
HARV_042,2025-11-02,2025,306,0.3328,0.2035,16
HARV_015,2025-11-02,2025,306,0.3582,0.1349,16
HARV_022,2025-11-02,2025,306,0.3562,0.2658,16
HARV_008,2025-11-02,2025,306,0.2981,0.1904,16
HARV_004,2025-11-02,2025,306,0.3127,0.1751,16
HARV_024,2025-11-02,2025,306,0.3941,0.2731,16
HARV_005,2025-11-02,2025,306,0.288,0.1876,16
HARV_043,2025-11-02,2025,306,0.3994,0.2771,16
HARV_035,2025-11-02,2025,306,0.4209,0.3174,16
HARV_037,2025-11-02,2025,306,0.4401,0.3373,16
HARV_020,2025-11-02,2025,306,0.2498,0.0381,13
HARV_014,2025-11-02,2025,306,0.4018,0.3305,16
HARV_011,2025-11-02,2025,306,0.2588,0.1231,16
HARV_025,2025-11-02,2025,306,0.3025,0.1826,16
HARV_002,2025-11-02,2025,306,0.3774,0.2533,16
HARV_016,2025-11-02,2025,306,0.3061,0.1664,16
HARV_039,2025-11-02,2025,306,0.3245,0.2261,16
HARV_021,2025-11-02,2025,306,0.3963,0.3058,16
HARV_045,2025-11-02,2025,306,0.3103,0.228,16
HARV_041,2025-11-02,2025,306,0.4006,0.2927,16
HARV_038,2025-11-02,2025,306,0.4242,0.3074,16
HARV_050,2025-11-02,2025,306,0.3626,0.2538,16
HARV_048,2025-11-02,2025,306,0.3669,0.263,16
HARV_036,2025-11-02,2025,306,0.3343,0.2466,16
HARV_052,2025-11-02,2025,306,0.4117,0.306,16
HARV_049,2025-11-02,2025,306,0.3606,0.2524,16
HARV_047,2025-11-02,2025,306,0.2959,0.1764,16
HARV_044,2025-11-02,2025,306,0.267,0.1024,16
HARV_040,2025-11-02,2025,306,0.3434,0.1954,16
HARV_046,2025-11-02,2025,306,0.2665,0.1014,16
HARV_033,2025-11-02,2025,306,0.3082,0.1801,16
HARV_051,2025-11-02,2025,306,0.3342,0.2096,16
HARV_034,2025-11-02,2025,306,0.2915,0.1591,16
HARV_042,2025-11-02,2025,306,0.3539,0.2518,16
HARV_015,2025-11-02,2025,306,0.3143,0.1965,16
HARV_017,2025-11-02,2025,306,0.3281,0.2749,16
HARV_022,2025-11-02,2025,306,0.3047,0.1777,16
HARV_043,2025-11-02,2025,306,0.3693,0.3348,16
HARV_035,2025-11-02,2025,306,0.2961,0.1835,16
HARV_037,2025-11-02,2025,306,0.4179,0.324,16
HARV_039,2025-11-02,2025,306,0.2881,0.19,16
HARV_045,2025-11-02,2025,306,0.1461,-0.0669,16
HARV_041,2025-11-02,2025,306,0.426,0.3,16
HARV_038,2025-11-02,2025,306,0.3183,0.21,16
HARV_050,2025-11-02,2025,306,0.3318,0.227,16
HARV_048,2025-11-02,2025,306,0.3109,0.203,16
HARV_036,2025-11-02,2025,306,0.1901,0.0923,16
HARV_052,2025-11-02,2025,306,0.3233,0.2481,16
HARV_049,2025-11-02,2025,306,0.3246,0.2393,16
HARV_047,2025-11-02,2025,306,0.3188,0.262,16
HARV_044,2025-11-02,2025,306,0.2704,0.1646,16
HARV_040,2025-11-02,2025,306,0.3319,0.2778,16
HARV_046,2025-11-02,2025,306,0.4184,0.3055,16
HARV_033,2025-11-02,2025,306,0.3159,0.2456,16
HARV_051,2025-11-02,2025,306,0.3231,0.2235,16
HARV_034,2025-11-02,2025,306,0.3551,0.2679,16
HARV_042,2025-11-02,2025,306,0.2928,0.1944,16
HARV_015,2025-11-02,2025,306,0.3758,0.2982,16
HARV_022,2025-10-28,2025,301,0.3867,0.2913,16
HARV_008,2025-10-28,2025,301,0.3481,0.2798,16
HARV_004,2025-10-28,2025,301,0.3302,0.1997,16
HARV_024,2025-10-28,2025,301,0.4297,0.2964,16
HARV_010,2025-10-28,2025,301,0.3889,0.3121,16
HARV_006,2025-10-28,2025,301,0.4445,0.383,16
HARV_001,2025-10-28,2025,301,0.3883,0.344,16
HARV_005,2025-10-28,2025,301,0.361,0.2797,16
HARV_027,2025-10-28,2025,301,0.2892,0.227,16
HARV_043,2025-10-28,2025,301,0.4129,0.3305,16
HARV_035,2025-10-28,2025,301,0.4522,0.3687,16
HARV_037,2025-10-28,2025,301,0.4615,0.3568,16
HARV_020,2025-10-28,2025,301,0.2644,0.0631,16
HARV_023,2025-10-28,2025,301,0.3434,0.2346,16
HARV_014,2025-10-28,2025,301,0.4711,0.4103,16
HARV_011,2025-10-28,2025,301,0.2907,0.1891,16
HARV_012,2025-10-28,2025,301,0.3427,0.2114,16
HARV_026,2025-10-28,2025,301,0.3921,0.292,16
HARV_016,2025-10-28,2025,301,0.3488,0.2064,16
HARV_021,2025-10-28,2025,301,0.4364,0.3341,16
HARV_045,2025-10-28,2025,301,0.3644,0.3069,16
HARV_041,2025-10-28,2025,301,0.4188,0.3219,16
HARV_038,2025-10-28,2025,301,0.4653,0.3415,16
HARV_050,2025-10-28,2025,301,0.393,0.3032,16
HARV_048,2025-10-28,2025,301,0.3967,0.3074,16
HARV_036,2025-10-28,2025,301,0.3872,0.3272,16
HARV_052,2025-10-28,2025,301,0.4392,0.3316,16
HARV_049,2025-10-28,2025,301,0.4034,0.3145,16
HARV_047,2025-10-28,2025,301,0.3398,0.275,14
HARV_044,2025-10-28,2025,301,0.2185,0.0554,4
HARV_040,2025-10-28,2025,301,0.3786,0.2791,16
HARV_046,2025-10-28,2025,301,0.2784,0.1173,16
HARV_033,2025-10-28,2025,301,0.3666,0.2923,16
HARV_051,2025-10-28,2025,301,0.3511,0.286,16
HARV_034,2025-10-28,2025,301,0.3171,0.2068,16
HARV_015,2025-10-28,2025,301,0.3746,0.3109,16
HARV_013,2025-10-18,2025,291,0.3641,0.248,16
HARV_010,2025-10-18,2025,291,0.4679,0.4063,16
HARV_006,2025-10-18,2025,291,0.4067,0.3509,16
HARV_001,2025-10-18,2025,291,0.3825,0.3223,16
HARV_027,2025-10-18,2025,291,0.4275,0.348,16
HARV_043,2025-10-18,2025,291,0.4254,0.3255,16
HARV_035,2025-10-18,2025,291,0.4891,0.3974,4
HARV_026,2025-10-18,2025,291,0.4083,0.3496,16
HARV_045,2025-10-18,2025,291,0.4422,0.3564,16
HARV_048,2025-10-18,2025,291,0.4489,0.3584,16
HARV_036,2025-10-18,2025,291,0.4006,0.3047,16
HARV_052,2025-10-18,2025,291,0.4678,0.3679,16
HARV_047,2025-10-18,2025,291,0.3867,0.3012,16
HARV_044,2025-10-18,2025,291,0.4045,0.3188,16
HARV_040,2025-10-18,2025,291,0.4274,0.3338,16
HARV_033,2025-10-18,2025,291,0.3826,0.3069,16
HARV_042,2025-10-18,2025,291,0.4352,0.3255,16
HARV_013,2025-10-18,2025,291,0.4727,0.401,16
HARV_006,2025-10-18,2025,291,0.3926,0.341,16
HARV_043,2025-10-18,2025,291,0.5013,0.4036,16
HARV_035,2025-10-18,2025,291,0.4449,0.3829,16
HARV_037,2025-10-18,2025,291,0.4744,0.3853,16
HARV_026,2025-10-18,2025,291,0.4203,0.3615,16
HARV_039,2025-10-18,2025,291,0.4503,0.3679,16
HARV_045,2025-10-18,2025,291,0.1897,0.0432,16
HARV_038,2025-10-18,2025,291,0.4322,0.3508,16
