plotID,insitu_mortdmg_max,insitu_peak_year,insitu_spike,insitu_burn,insitu_insect,insitu_dead_max,insitu_dist
MLBS_014,0.2972972972972973,2024,0.16909216909216912,0.0,0.05405405405405406,0.1282051282051282,0
MLBS_015,0.3382352941176471,2024,0.13823529411764707,0.0,0.016666666666666666,0.16129032258064516,0
MLBS_016,0.5740740740740741,2024,0.22624798711755234,0.0,0.0,0.4074074074074074,1
MLBS_017,0.2679738562091503,2024,0.07956805910770104,0.0,0.11940298507462686,0.17647058823529413,0
MLBS_018,0.38095238095238093,2025,0.12095238095238092,0.0,0.0,0.23529411764705882,0
MLBS_019,0.7959183673469388,2018,0.38415366146458585,0.0,0.42857142857142855,0.3469387755102041,1
MLBS_020,0.43333333333333335,2025,0.43333333333333335,0.0,0.0,0.2,1
MLBS_061,0.3944954128440367,2025,0.2673767687762401,0.0,0.015625,0.29914529914529914,1
MLBS_062,0.3670886075949367,2022,0.19267000294377393,0.0,0.12658227848101267,0.2,0
MLBS_063,0.3888888888888889,2025,0.2326388888888889,0.0,0.16363636363636364,0.22522522522522523,0
MLBS_064,0.5172413793103448,2018,0.3717868338557993,0.0,0.27586206896551724,0.25,1
MLBS_065,0.4655172413793104,2022,0.37027914614121515,0.0,0.01639344262295082,0.39655172413793105,1
MLBS_066,0.44329896907216493,2022,0.3675413933145892,0.0,0.041237113402061855,0.32989690721649484,1
MLBS_067,0.5176470588235293,2025,0.38833671399594316,0.0,0.1415929203539823,0.36470588235294116,1
MLBS_068,0.3177570093457944,2022,0.17757009345794392,0.0,0.008849557522123894,0.21495327102803738,0
MLBS_069,0.41025641025641024,2025,0.2966200466200466,0.0,0.10344827586206896,0.18181818181818182,1
MLBS_070,0.3770491803278688,2022,0.2676741803278688,0.0,0.0,0.2459016393442623,1
MLBS_071,0.4716981132075472,2022,0.33039376538146026,0.0,0.043478260869565216,0.42452830188679247,1
MLBS_072,0.20408163265306123,2022,0.14852607709750568,0.0,0.0,0.18,0
MLBS_073,0.3118279569892473,2022,0.2128180559991483,0.0,0.0970873786407767,0.21505376344086022,0
MLBS_074,0.3023255813953488,2022,0.16596194503171247,0.0,0.0625,0.22093023255813954,0
MLBS_075,0.3671875,2018,0.2485434322033898,0.0,0.1796875,0.2116788321167883,0
MLBS_076,0.20930232558139533,2022,0.09241920869827845,0.0,0.0,0.1564625850340136,0
ORNL_001,0.30303030303030304,2025,0.22895622895622897,0.0,0.0,0.14102564102564102,0
ORNL_002,0.3225806451612903,2025,0.2637571157495256,0.0,0.0,0.11940298507462686,1
ORNL_003,0.33854166666666663,2025,0.29958062770562766,0.0,0.0,0.16666666666666666,1
ORNL_004,0.36585365853658536,2025,0.25474254742547425,0.0,0.0,0.15,1
ORNL_006,0.22388059701492535,2025,0.21036708350141184,0.0,0.0,0.11428571428571428,0
ORNL_007,0.20143884892086333,2025,0.18183100578360845,0.0,0.0,0.05454545454545454,0
